Record Length,2500,Points,797.999964561E-6,-4.23999969E-3,,Record Length,2500,Points,797.999964561E-6,1.000000,
Sample Interval,100.0000012E-9,s,798.099965323E-6,-4.07999987E-3,,Sample Interval,100.0000012E-9,s,798.099965323E-6,979.999959469E-3,
Trigger Point,-7.979999931E3,Samples,798.199966084E-6,-3.99999972E-3,,Trigger Point,-7.979999931E3,Samples,798.199966084E-6,1.000000,
,,,798.299966846E-6,-4.16000001E-3,,,,,798.299966846E-6,979.999959469E-3,
,,,798.399967607E-6,-4.16000001E-3,,,,,798.399967607E-6,979.999959469E-3,
,,,798.499968369E-6,-4.23999969E-3,,,,,798.499968369E-6,979.999959469E-3,
Source,CH1,,798.599969130E-6,-3.99999972E-3,,Source,CH2,,798.599969130E-6,979.999959469E-3,
Vertical Units,Volts,,798.699969891E-6,-4.31999983E-3,,Vertical Units,Volts,,798.699969891E-6,979.999959469E-3,
Vertical Scale,1.9999999E-3,,798.799970653E-6,-4.47999965E-3,,Vertical Scale,499.999988824E-3,,798.799970653E-6,1.000000,
Vertical Offset,0,,798.899971414E-6,-4.39999998E-3,,Vertical Offset,0,,798.899971414E-6,979.999959469E-3,
Horizontal Units,s,,798.999972176E-6,-4.63999994E-3,,Horizontal Units,s,,798.999972176E-6,979.999959469E-3,
Horizontal Scale,25.00000029E-6,,799.099972937E-6,-4.07999987E-3,,Horizontal Scale,25.00000029E-6,,799.099972937E-6,979.999959469E-3,
Pt Fmt,Y,,799.199973699E-6,-4.72000008E-3,,Pt Fmt,Y,,799.199973699E-6,979.999959469E-3,
Yzero,-640.000000000E-3,,799.299974460E-6,-4.07999987E-3,,Yzero,-2.88000000,,799.299974460E-6,979.999959469E-3,
Probe Atten,1.000000,,799.399975222E-6,-4.87999991E-3,,Probe Atten,1.000000,,799.399975222E-6,979.999959469E-3,
,,,799.499975983E-6,-4.31999983E-3,,,,,799.499975983E-6,979.999959469E-3,
Note,TDS 1002B - 4:50:41 PM   3/26/2018,,799.599976745E-6,-4.23999969E-3,,Note,TDS 1002B - 4:50:41 PM   3/26/2018,,799.599976745E-6,979.999959469E-3,
,,,799.699977506E-6,-4.63999994E-3,,,,,799.699977506E-6,1.000000,
,,,799.799978267E-6,-4.55999980E-3,,,,,799.799978267E-6,1.000000,
,,,799.899979029E-6,-4.79999976E-3,,,,,799.899979029E-6,979.999959469E-3,
,,,799.999979790E-6,-4.23999969E-3,,,,,799.999979790E-6,979.999959469E-3,
,,,800.099980552E-6,-4.55999980E-3,,,,,800.099980552E-6,979.999959469E-3,
,,,800.199981313E-6,-4.23999969E-3,,,,,800.199981313E-6,979.999959469E-3,
,,,800.299982075E-6,-3.99999972E-3,,,,,800.299982075E-6,979.999959469E-3,
,,,800.399982836E-6,-4.23999969E-3,,,,,800.399982836E-6,979.999959469E-3,
,,,800.499983598E-6,-4.39999998E-3,,,,,800.499983598E-6,1.000000,
,,,800.599984359E-6,-4.63999994E-3,,,,,800.599984359E-6,1.000000,
,,,800.699985120E-6,-4.39999998E-3,,,,,800.699985120E-6,979.999959469E-3,
,,,800.799985882E-6,-4.63999994E-3,,,,,800.799985882E-6,1.0200000,
,,,800.899986643E-6,-4.23999969E-3,,,,,800.899986643E-6,979.999959469E-3,
,,,800.999987405E-6,-4.31999983E-3,,,,,800.999987405E-6,1.000000,
,,,801.099988166E-6,-3.92000005E-3,,,,,801.099988166E-6,979.999959469E-3,
,,,801.199988928E-6,-3.92000005E-3,,,,,801.199988928E-6,1.0200000,
,,,801.299989689E-6,-4.16000001E-3,,,,,801.299989689E-6,979.999959469E-3,
,,,801.399990451E-6,-3.67999985E-3,,,,,801.399990451E-6,959.999978542E-3,
,,,801.499991212E-6,-4.47999965E-3,,,,,801.499991212E-6,979.999959469E-3,
,,,801.599991973E-6,-3.67999985E-3,,,,,801.599991973E-6,939.999997616E-3,
,,,801.699992735E-6,-3.75999999E-3,,,,,801.699992735E-6,1.000000,
,,,801.799993496E-6,-3.92000005E-3,,,,,801.799993496E-6,1.000000,
,,,801.899936050E-6,-4.31999983E-3,,,,,801.899936050E-6,979.999959469E-3,
,,,801.999936812E-6,-4.55999980E-3,,,,,801.999936812E-6,959.999978542E-3,
,,,802.099937573E-6,-4.31999983E-3,,,,,802.099937573E-6,979.999959469E-3,
